Accuracy (%),EER,FAR,FRR,HTER,Precision,Recall,F1-score,AUC
99.66666674613953,0.0,0.0,0.0066666666222222224,0.0033333333111111112,1.0,0.9933333333333333,0.9966555183946488,1.0
